Key	English(en)	DE	ES	FR	IT	NL	PT																		Last Edited
chap01_convo_02/A2FB9632-4158DB57-30783DA3-E9B132DA	The Hôtel Hospitalité? Bien sûr! Of course I can show you the way! I am the owner, Andrea Mokeme. Are you Miss Robinson?	Das Hôtel Hospitalité? Bien sûr! Natürlich kann ich Ihnen den Weg zeigen! Ich bin zufälligerweise die Besitzerin, Andrea Mokeme. Sind Sie Miss Robinson?	¿El Hôtel Hospitalité? Bien sûr! ¡Claro que puedo enseñaros el camino! Resulta que soy la propietaria, Andrea Mokeme. ¿Es usted la señorita Robinson?	L’hôtel Hospitalité ? Bien sûr ! Je vais vous indiquer l’itinéraire. J’en suis la propriétaire, d’ailleurs. Andrea Mokeme. Seriez-vous Miss Robinson, par hasard .	L’Hôtel Hospitalité? Bien sûr! Certo che posso dirvi come ci si arriva! Io sono la proprietaria, Andrea Mokeme, Lei è la signorina Robinson?	Hôtel Hospitalité? Bien sûr! Natuurlijk weet ik de weg. Ik ben de eigenaresse, Andrea Mokeme. Bent u Miss Robinson?	O Hôtel Hospitalité? Bien sûr! Claro, posso indicar o caminho! Sou a dona, Andrea Mokeme. Você é a Sra. Robinson?																		1632363510766
chap01_convo_02/CDA4DCC2-44B049FE-C8EC7B9E-A5382A23	Oh! It’s a pleasure to meet you, Ms. Mokeme! Sorry you had to meet my daughter and I like this.	Oh! Wie schön, Sie kennenzulernen, Mme Mokeme! Tut mir wirklich leid, dass wir uns auf diese Weise treffen.	¡Oh! ¡Es un placer conocerla, señora Mokeme! Lamento que haya tenido que conocernos a mi hija y a mí de esta manera.	Oh ! Ravie de faire votre connaissance, Mlle Mokeme ! J’aurais aimé que ma fille et moi, on vous rencontre dans d’autres circonstances.	Oh! Che piacere incontrarla, signora Mokeme! Mi scuso per la spiacevole circostanza in cui ci siamo conosciute.	O! Aangenaam, Ms. Mokeme. Ik had ons graag anders voorgesteld.	Ah! É um prazer te conhecer, Sra. Mokeme! Desculpe a gente se encontrar assim!																		1632363510766
chap01_convo_02/F41B81AF-416C6BFC-48EE76AB-9423BAC1	That’s quite alright. Anyway, let’s continue this conversation at the hotel, oui? We can sit and have some refreshments while we talk.	Gar kein Problem. Warum setzen wir unsere Unterhaltung nicht im Hotel fort, oui? Dort können wir ein paar Erfrischungen zu uns nehmen.	No pasa nada. Sigamos con la conversación en el hotel, oui? Así podremos sentarnos y tomarnos un refresco mientras hablamos.	Ce n’est pas grave? Bien, que diriez-vous de poursuivre cette conversation à l’hôtel ? Nous pourrions discuter et boire un verre.	Non è un grosso problema. Tuttavia, continueremo questa conversazione in hotel, oui? Potremo sederci davanti a un bel drink e parlare.	Geen probleem. Zullen we in het hotel verder praten? Dan kunnen we wat drinken tijdens het kletsen.	Tudo bem. Podemos continuar nossa conversa no hotel, certo? Lá sentaremos e tomaremos um refresco enquanto conversamos.																		1632363510766
chap01_convo_02/AEAD046B-4A7E7CB5-7B1DB1A2-D2488EB8	Here we are, welcome to Hôtel Hospitalité!	Wir sind da, willkommen im Hôtel Hospitalité!	Ya hemos llegado. ¡Bienvenidas al Hôtel Hospitalité!	Et voilà ! Bienvenue à l’hôtel Hospitalité !	Eccoci qui, benvenute all’Hôtel Hospitalité!	Daar zijn we dan, welkom in Hôtel Hospitalité.	Já chegamos, bem-vindas ao Hôtel Hospitalité!																		1632363510766
chap01_convo_02/710ED606-4A3EB462-2159DA80-9FA7A8C0	Please, make yourselves comfortable. Let’s have some refreshments!	Bitte, macht es euch bequem. Gönnen wir uns ein paar Erfrischungen!	Poneos cómodas, por favor. ¡Vamos a tomar un refresco!	Je vous en prie, mettez-vous à l’aise. Nous allons prendre un petit rafraîchissement.	Prego, mettetevi comode. Prendiamo un bel drink!	Doe alsof je thuis bent. Zullen we wat drinken?	Por favor, fiquem à vontade. Vamos tomar alguns refrescos!																		1632363510766
chap01_convo_03/23904F57-41ADD968-DC180597-EE780A14	This place is great Ms. Mokeme! The chairs are super comfy, and the snacks are amazing!	Das Hotel ist ganz wunderbar, Mme Mokeme! Die Sessel sind sehr gemütlich und die Snacks sind ausgezeichnet!	¡Este lugar es fantástico, señora Mokeme! ¡Las sillas son comodísimas, y los aperitivos están increíbles!	Cet endroit est magnifique, Mlle Mokeme ! Les fauteuils sont très confortables et les en-cas délicieux.	Questo posto è magnifico, signora Mokeme! Le sedie sono super comode e gli snack buonissimi!	Het is hier prachtig, Ms. Mokeme. De stoelen zijn heel comfortabel en je hebt de beste lekkernijen.	Que lugar incrível, Sra. Mokeme! As cadeiras são tão confortáveis, e os petiscos deliciosos!																		1632364055954
chap01_convo_03/98F954DD-4AF996ED-8E9C1485-B4723D98	I’m so happy you like my hotel! Oh, and please just call me Andrea.	ich bin so froh, dass euch mein Hotel gefällt! Oh, und nennt mich doch bitte Andrea.	¡Me alegra mucho que os guste mi hotel! Oh, y, por favor, llamadme simplemente Andrea.	Ravie que vous aimiez mon hôtel ! Et je vous en prie, appelez-moi Andrea.	Mi fa piacere che vi piaccia il mio hotel! Oh, e vi prego, chiamatemi Andrea.	Fijn dat het hotel jullie bevalt. En noem me toch Andrea.	Fico feliz que goste do meu hotel! Ah, pode me chamar de Andrea.																		1632364055954
chap01_convo_03/51108C93-462846B3-DFB486A5-DD185E84	Anyway, back to business. As I mentioned in my email, my hotel has not been doing well lately.	Nun gut, zurück zum Geschäftlichen. Wie ich bereits in meiner E-Mail erwähnte, läuft mein Hotel in letzter Zeit nicht so gut.	Bueno, debo volver al trabajo. Como mencioné en mi correo electrónico, el hotel no ha ido muy bien últimamente.	Bien, retournons à nos moutons. Comme je le mentionnais dans mon mail, les affaires ne sont pas au beau fixe, à mon hôtel.	Va beh, torniamo agli affari. Come avevo scritto nella mia e-mail, il mio hotel non se la passa bene da qualche tempo.	Even ter zake. Zoals ik in mijn e-mail had gezegd, heeft het hotel het zwaar de laatste tijd.	Enfim, voltando ao assunto. Como mencionei no e-mail, o hotel passa por uma fase difícil.																		1632364055954
chap01_convo_03/76745ED7-486CAF54-AFC1E3B9-E4902481	Kate, I believe your writing can help us out.	Kate, ich bin davon überzeugt, dass deine Artikel helfen können.	Kate, creo que tu escritura podría sernos de ayuda.	Kate, je pense que vos talents d’auteur pourraient nous aider.	Kate, io credo che la tua scrittura ci potrà aiutare.	Kate, ik denk dat jouw schrijfsels ons kunnen redden.	Kate, acredito que sua reportagem pode nos ajudar.																		1632364055954
chap01_convo_03/74198C9C-496A6A56-11555EA9-13180C50	As I said in my email, I ‘m hoping you will write a series of articles about the Hôtel Hospitalité for various travel websites.	Meine Hoffnung ist es, dass du für verschiedene Reise-Webseiten eine Artikelserie über das Hôtel Hospitalité schreiben wirst.	Como dije en mi correo, me encantaría que escribieras una serie de artículos sobre el Hôtel Hospitalité para varias páginas web de viajes.	Comme je vous l’expliquais, je pensais que vous pourriez écrire une série d’articles sur l’hôtel Hospitalité pour divers sites de voyage.	Come ho detto nella mia e-mail, spero che scriverete una serie di articoli sul mio Hôtel Hospitalité! per vari siti Web di viaggi.	Zoals ik al in mijn e-mail schreef, hoop ik dat je een reeks artikelen over Hôtel Hospitalité kunt schrijven voor diverse reiswebsites.	Como expliquei no e-mail, espero que escreva uma série de artigos sobre o Hôtel Hospitalité para vários sites de turismo.																		1632364055954
chap01_convo_03/1136BA51-4490A4D9-13FB7197-00693B15	Sure, that sounds great. I’m really happy you hired me to do it. When is the first one due?	Gewiss, das hört sich wunderbar an. Ich freue mich sehr, dass du mich dafür ausgesucht hast. Wann ist die Deadline für den ersten Artikel?	Claro, suena genial. Estoy muy contenta de que me hayas contratado para hacerlo. ¿Cuándo tengo la primera entrega?	Bien sûr, excellente idée ! Je suis heureuse que vous ayez fait appel à mes services. Quand le premier article est-il attendu ?	Certo, mi sembra ottimo. Sono felice di averti ingaggiata per questo. Quand’è la scadenza per il primo?	Natuurlijk, dat klinkt goed. Ik ben blij dat je me hebt gevraagd. Wanneer moet het eerste artikel af zijn?	Claro, parece ótimo. Estou feliz por ter me contratado para isso. Para quando será o primeiro?																		1632364055954
chap01_convo_03/1BE6ACA9-4AA22AA8-1FF19792-32FA36AF	Three days from now. I read through your previous work, so I have high hopes!	Heute in drei Tagen. Ich kenne deine bisherigen Arbeiten, daher mache ich mir große Hoffnung!	Dentro de tres días. ¡He leído tus trabajos anteriores y tengo unas expectativas muy altas!	Dans trois jours. J’ai lu certains de vos articles, et je fonde de grands espoirs en vous !	Fra tre giorni. Ho letto rapidamente il tuo lavoro precedente, quindi le mie aspettative sono alte!	Over drie dagen. Ik heb je eerdere werk gelezen, dus ik heb alle vertrouwen in je.	Daqui a três dias. Li seu último trabalho, então estou bastante animada!																		1632364055954
chap01_convo_03/62D85B07-421AF918-55273F9D-E04FA8D6	It’s a bit scary, going from writing a small travel blog about Dayton, Ohio to all <b>this</b>, but I’ll do my best!	Der Sprung von einem kleinen Reiseblog über Dayton, Ohio in den USA zu all <b>dem</b> hier, aber ich werde mein Bestes geben!	Da un poco de miedo pasar de escribir en un pequeño blog de viajes sobre Dayton, en Ohio, a algo como <b>esto</b>, ¡pero daré lo mejor de mí!	C’est une grande responsabilité que de passer d’un petit blog de voyage sur Dayton, dans l’Ohio, à <b>tout ceci</b>, mais je ferai de mon mieux !	Mi fa un po’ paura questa cosa di passare dagli articoli per un piccolo blog di viaggi su Dayton, Ohio, a tutto <b>questo</b>, ma farò del mio meglio!	Het is wel een beetje eng om te beginnen met een kleine reisblog over Dayton, Ohio en nu <b>hier</b> over te schrijven, maar ik zal mijn best doen!	É um pouco assustador escrever sobre <b>esta maravilha</b> para alguém que publicava um blog de turismo sobre Dayton, Ohio, mas vou me esforçar!																		1632364055954
chap01_convo_03/1181DDCC-4F886D34-C41A1392-E353BC62	You’ll do great, Mom! Your writing put Dayton on the map!	Du wirst das ganz sicher wunderbar machen, Mama! Dank deiner Artikel ist Dayton berühmt bekannt geworden!	¡Lo harás genial, mamá! ¡Tu forma de escribir puso a Dayton en el mapa!	Tu vas assurer, maman ! Grâce à ton blog, tout le monde sait où se trouve Dayton, maintenant !	Sarai bravissima, mamma! I tuoi scritti hanno fatto mettere Dayton sulla cartina!	Je kunt het, mam! Dankzij jouw verhalen kent iedereen Dayton.	Você vai arrasar, mamãe! Seu artigo colocou Dayton no roteiro de turismo!																		1632364055954
chap01_convo_03/8FB7E97D-47B08DC0-D19529B9-549321B5	I <b>swear</b>, the mayor almost gave you the key to the city!	Ich <b>schwöre</b>, dass der Bürgermeister dir fast den Schlüssel zur Stadt gegeben hätte!	Lo <b>juro</b>, ¡el alcalde estuvo a punto de concederte la llave de la ciudad!	Mais <b>si</b> ! Le maire a bien failli te donner la clé de la ville !	Ti <b>giuro</b>, manca poco e il sindaco ti darà le chiavi della città!	Ik <b>zweer</b> het, de burgemeester wilde je bijna de sleutel van de stad geven.	É <b>verdade</b>, o prefeito quase te deu a chave da cidade!																		1632364055954
chap01_convo_03/DFE54079-4B22DF7D-99C29FA0-DB31DE44	Aw, shucks, kiddo. You’re making me blush!	Ach, bitte. Ich werde ja ganz rot!	Ay, para. ¡Estás haciendo que me sonroje!	Oh, tais-toi donc, chipie. Tu vas me faire rougir.	Oh, sciocchezze, tesoro. Così mi fai arrossire!	Ach, meisje. Ik moet ervan blozen.	Ah, puxa, querida. Está me deixando sem graça!																		1632364055954
chap01_convo_03/6ECEAF31-452AD955-63EACBB7-14E9B47E	Great, I really hope your articles will help.	Großartig, ich hoffe wirklich, dass deine Artikel etwas bewirken können.	Genial, de verdad espero que tus artículos sean de ayuda.	Bien, espérons que vos articles m’aideront, alors.	Ottimo, spero che i tuoi articoli aiutino.	Fijn, ik hoop dat je artikelen zullen helpen.	Ótimo, torço para que seus artigos ajudem.																		1632364055954
chap01_convo_03/033CE4D0-46443325-2520CC8D-C6A428A2	When do we start?	Wann fangen wir an?	¿Cuándo empezamos?	Quand est-ce qu’on commence ?	Quand’è che si comincia?	Wanneer beginnen we?	Quando começamos?																		1632364055954
chap01_convo_03/5064F963-41B2FAE9-3D6D968F-DDE4DB35	Tomorrow at nine. Let’s meet at the hotel restaurant and speak with my husband, the head chef.	Morgen früh um neun. Wir sollten uns im Hotelrestaurant treffen und dort mit meinem Ehemann, dem Chefkoch, reden.	Mañana a las nueve. Nos vemos en el restaurante del hotel para que puedas hablar con mi marido, el cocinero jefe.	Demain, 9 heures. Retrouvons-nous au restaurant de l’hôtel et je vous présenterai mon mari, qui est aussi le chef en cuisine.	Domattina alle 9. Ci incontriamo al ristorante dell'hotel e parliamo con mio marito, lo chef.	Morgen om negen uur. Kom naar het restaurant van het hotel om mijn man te spreken, hij is ook de chef-kok.	Amanhã às nove. Nos encontraremos no restaurante do hotel para falar com meu marido, ele é o chef de cozinha.																		1632364055954
chap01_convo_03/134DB37E-4B95B2FD-EF9E889A-1B655FBD	He’ll give you some more details. For now, goodnight, and I hope you enjoy your stay here!	Er kann dir noch mehr Einzelheiten verraten. Jetzt wünsche ich euch erst einmal eine gute Nacht und hoffentlich gefällt euch euer Aufenthalt hier!	Él te dará más detalles. Ahora, buenas noches. ¡Y espero que disfrutéis mucho de vuestra estancia con nosotros! 	Il vous donnera plus de détails. Bien, je vous souhaite une bonne nuit et un très bon séjour dans mon hôtel !	Lui vi darà maggiori informazioni. Per ora, buona notte, spero che vi godiate il vostro soggiorno!	Hij kan je meer informatie geven. Maar eerst welterusten, hopelijk genieten jullie van je verblijf.	Ele dará mais informações. Por enquanto, boa noite e espero que aproveite sua estadia!																		1632364055954
chap02_convo_01/E42262A0-47189814-4421B89D-6FBAC4FD	Mom! We’re late!	Mama! Wir kommen zu spät!	¡Mamá! ¡Llegamos tarde!	Maman ! On est en retard !	Mamma! Siamo in ritardo!	Mam, we zijn te laat!	Mãe! Estamos atrasadas!																		1632367055812
chap02_convo_01/A02C5363-4B7EBABA-34D5F8AE-3BEF3EA3	Late? We aren’t supposed to be anywhere until nine. Right?	Zu spät? Unser Treffen ist doch erst um neun, oder?	¿Tarde? No hemos quedado hasta las nueve. ¿Verdad?	En retard ? Mais on a rendez-vous à 9 heures, non ?	In ritardo? Ma non dobbiamo andare da nessuna parte fino alle nove. No?	Te laat? We hoefden er toch pas om negen uur te zijn?	Atrasadas? A reunião é só às nove, certo?																		1632367055812
chap02_convo_01/B1EEF077-4EC34027-109EB28B-777EA2E0	Mom. It’s ten!	Mama. Es ist zehn Uhr!	Mamá. ¡Son las diez!	Maman. Il est 10 heures !	Mamma, sono le dieci!	Mam, het is tien uur!	Já são dez horas!																		1632367055812
chap02_convo_01/67871E8B-4AA88BCD-ADDB7BBF-DFD3FBCA	What?!?	Was?!?	¡¿Qué?!	Quoi ?!?	Cosa?!?	Wat?	O quê?!																		1632367055812
chap02_convo_01/9B8D550F-4BEE06F1-C85155AA-0CBB122D	Argh, darned time difference! I thought my phone automatically changed it!	Ach, der verfluchte Zeitunterschied! Ich dachte, dass sich mein Telefon automatisch umstellen würde!	¡Ah, maldita diferencia horaria! ¡Pensaba que mi teléfono cambiaría la hora automáticamente!	Bon sang, je m’y perds avec le décalage horaire ! Je pensais que mon téléphone changeait de fuseau horaire automatiquement.	Ah, dannato fuso orario! Pensavo che il mio telefono cambiasse orario in automatico!	Dat stomme tijdsverschil ook! Ik dacht dat mijn telefoon de tijd automatisch had aangepast.	Ai ai ai, maldito fuso horário! Achei que o telefone tivesse atualizado automaticamente!																		1632367055812
chap02_convo_01/3A1745BA-458EEFA8-20693CBB-AAE94C50	Mom. Ten o’ one!	Mama. Eine Minute nach zehn!	Mamá. ¡Las diez!	Maman. Il est 10h01.	Mamma, sono le dieci e un minuto!	Mam, de tijd!	Mãe, dez e um!																		1632367055812
chap02_convo_01/5D8B6D7F-4AA31C81-A8003187-91E73F39	Right, right! Let me get my things!	Schon gut! Ich hole nur schnell meine Sachen!	¡Vale, vale! ¡Deja que coja mis cosas al menos!	C’est bon, c’est bon. Laisse-moi récupérer mes affaires.	Sì, sì! Ora prendo le mie cose!	Oké, ik pak mijn spullen al.	Tá bom, já sei! Preciso pegar minhas coisas!																		1632367055812
chap02_convo_02/F2883848-42C9B285-7D997487-F50F35EA	Ooh, nice outfit!	Oh, schickes Outfit!	¡Oh, bonita ropa!	Ooh, superbe tenue !	Ooh, che bel vestito!	O, mooie outfit.	Uau, que roupa legal!																		1632367187065
chap02_convo_02/CE4B2ECD-45EC1F0D-A40AFABE-0D60FC22	Thanks, Mom. Now put on some shoes, and let’s run.	Danke, Mama. Jetzt schlüpf in deine Schuhe und lass uns endlich gehen.	Gracias, mamá. Ahora, ponte los zapatos y démonos prisa.	Merci, maman. Maintenant, enfile tes chaussures, et on y va !	Grazie, mamma. Ora mettiti le scarpe e corriamo.	Bedankt, mam. Trek je schoenen aan, we moeten rennen.	Valeu, mãe. Agora calça alguma coisa e vamos nessa.																		1632367187065
chap02_convo_02/36BFF625-474FAAAE-5D9CA981-6170C4E1	Sure. Give me five minutes!	Aber sicher doch. Gib mir nur kurz fünf Minuten!	Claro. ¡Dame cinco minutos!	Bien sûr. Donne-moi juste 5 minutes.	Certo, dammi solo cinque minuti!	Prima, geef me vijf minuutjes.	Tá bom. Me dá cinco minutos!																		1632367187065
chap02_convo_02/5B8230EE-461FD62C-941B2B91-FC2756FF	Five minutes? Just grab a pair so we can go.	Fünf Minuten? Schnapp dir einfach irgendein Paar und dann los.	¿Cinco minutos? Elige un par de una vez para que podamos marcharnos.	5 minutes ? Attrape une paire de chaussures et mettons-nous en route.	Cinque minuti? Prendi le prime che trovi e andiamo.	Vijf minuten? Trek gewoon wat aan.	Cinco minutos? Pega qualquer par e vamos logo.																		1632367187065
chap02_convo_02/27171C66-49E3006D-C0BF8DB2-431884A4	Yeah, about that...	Tja, also ...	Sí, bueno, sobre eso...	Justement. À ce propos...	Già, a proposito...	Ja, nog even daarover ...	Bem, sobre isso...																		1632367187065
chap02_convo_03/47BC5159-4A32F65D-E4090389-26480FDD	A whole suitcase of shoes!? Why do you even need this many?	Ein ganzer Koffer voller Schuhe!? Wofür braucht man denn bitte so viele Schuhe?	¡¿Te has traído una maleta llena de zapatos?! ¿Para qué necesitas tantos?	Une valise remplie de chaussures ?! Mais qu’est-ce que tu comptes faire de tout ça ?	Un'intera valigia di scarpe!? Perché te ne servono così tante?	Een koffer vol schoenen! Waar heb je die voor nodig?	Uma mala só de calçados?! Para que precisa de tantos assim?																		1632367440884
chap02_convo_03/A0CC646A-4FF679DA-F04DE2AF-372203AA	Okay, how about we save the lecture for later? I’ve already put on my Best Mom Ever trainers with the light-up soles. Let’s go!	Okay, wie wäre es, wenn wir uns das für später aufheben? Ich habe bereits meine Lieblingsmama-Turnschuhe mit den leuchtenden Sohlen an. Gehen wir!	Vale, ¿qué tal si dejamos el sermón para más tarde? Ya me he puesto mis zapatillas de Mejor mamá del mundo con suelas que se iluminan. ¡Vámonos!	Bon, tu veux bien m’épargner ta leçon de morale ? J’ai déjà mis mes basket « Meilleure maman du monde », avec les semelles tout confort. En route !	OK, perché non lasciamo a dopo le spiegazioni? Ho già indosso le mie scarpe da "Migliore mamma del mondo" con le suole illuminate. Andiamo!	Bewaar je preek maar voor later. Ik heb mijn Best Mom Ever-schoenen al aan met de oplichtende zolen. We kunnen!	Tudo bem, que tal deixar o sermão para depois? Já coloquei meu tênis de 'Melhor Mamãe do Mundo' com luzinhas nas solas. Vamos!																		1632367440884
chap02_convo_03/40B03649-4C8075C0-D79A9FAB-D1CC4999	(sighs) After you.	(seufzt) Nach dir.	(suspira) Después de ti.	(soupire) Après toi.	(sospira=) Dopo di te.	(zucht) Na jou.	(suspirando) Vai na frente.																		1632367440884
chap02_convo_03/23AC19AE-463392FE-D8BC48BD-88BD98D6	We’re here, we’re here!	Wir sind schon da!	¡Ya estamos, ya estamos!	Nous voilà, nous voilà !	Siamo qui, eccoci!	We zijn er, we zijn er!	Chegamos!																		1632367440884
chap02_convo_03/6A7E3337-4BFA4E94-64D914A5-8788ACA2	Bonjour. Jetlag?	Bonjour. Jetlag?	Bonjour. ¿Jetlag?	Bonjour. On souffre du décalage horaire ?	Bonjour. Jet-lag?	Bonjour. Jetlag?	Bonjour. Dormiram demais?																		1632367440884
chap02_convo_03/F5D3C30E-46041EEE-20A2E5A9-BB158B27	No. Mom’s phone didn’t change the time...	Nein. Mamas Telefon hatte noch die alte Zeit und...	No. El teléfono de mi madre no había cambiado la hora...	Non. Le téléphone de maman a oublié de se mettre à jour...	No. Il telefono di mamma non ha reimpostato l'orario...	Nee, de tijd op de telefoon van mijn moeder was niet bijgewerkt...	Não. O telefone da mamãe não atualizou o fuso horário...																		1632367440884
chap02_convo_03/EE7746F1-4FEBBCE9-BDA240A5-070A58B7	Don’t worry, it happens!	Keine Sorge, das kann passieren!	¡No os preocupéis! Son cosas que pasan.	Ce n’est pas grave. Ce sont des choses qui arrivent !	Non c'è problema, ogni tanto capita!	Geen probleem, die dingen gebeuren.	Tudo bem, isso acontece!																		1632367440884
chap02_convo_03/FDE0860E-4DC24698-809EFCBA-9691B1DD	You did miss your meeting with my husband, though. He just left to go shopping at a deli in Montmartre.	Allerdings habt ihr das Treffen mit meinem Mann verpasst. Er ist gerade zum Delikatessenladen am Montmartre gegangen.	Pero os habéis perdido la cita con mi marido. Acaba de salir a comprar a una tienda de delicatessen que hay en Montmartre.	Toutefois, vous avez manqué la réunion avec mon mari. Il vient de partir acheter des provisions à Montmartre.	Però vi siete perse la riunione con mio marito. È appena uscito a far spese a Montmartre.	Je hebt wel de afspraak met mijn man gemist. Hij is net even wat boodschappen doen bij een broodjeszaak in Montmartre.	Mas perdeu a reunião com meu marido. Ele acabou de ir fazer compras num mercado em Montmartre.																		1632367440884
chap02_convo_03/586E8336-4470F495-6AB3E7AE-FA4EDD45	Then we’ll just have to go and catch up with him. Thanks, Andrea!	Dann müssen wir ihm einfach nur schnell nach. Danke, Andrea!	Entonces, vamos a tener que salir a buscarle. ¡Gracias, Andrea!	Dans ce cas, il ne nous reste plus qu’à le rattraper. Merci, Andrea !	Allora possiamo andare là anche noi e raggiungerlo. Grazie, Andrea!	Dan gaan we daar toch naartoe? Bedankt, Andrea.	Então precisamos ir até lá encontrá-lo. Obrigada, Andrea!																		1632367440884
